plane

        -5       -2.5         -5       -2.5          0
        -5   -2.44949         -5   -2.44949          0
        -5   -2.39899         -5   -2.39899          0
        -5   -2.34848         -5   -2.34848          0
        -5   -2.29798         -5   -2.29798          0
        -5   -2.24747         -5   -2.24747          0
        -5   -2.19697         -5   -2.19697          0
        -5   -2.14646         -5   -2.14646          0
        -5   -2.09596         -5   -2.09596          0
        -5   -2.04545         -5   -2.04545          0
        -5   -1.99495         -5   -1.99495          0
        -5   -1.94444         -5   -1.94444          0
        -5   -1.89394         -5   -1.89394          0
        -5   -1.84343         -5   -1.84343          0
        -5   -1.79293         -5   -1.79293          0
        -5   -1.74242         -5   -1.74242          0
        -5   -1.69192         -5   -1.69192          0
        -5   -1.64141         -5   -1.64141          0
        -5   -1.59091         -5   -1.59091          0
        -5    -1.5404         -5    -1.5404          0
        -5    -1.4899         -5    -1.4899          0
        -5   -1.43939         -5   -1.43939          0
        -5   -1.38889         -5   -1.38889          0
        -5   -1.33838         -5   -1.33838          0
        -5   -1.28788         -5   -1.28788          0
        -5   -1.23737         -5   -1.23737          0
        -5   -1.18687         -5   -1.18687          0
        -5   -1.13636         -5   -1.13636          0
        -5   -1.08586         -5   -1.08586          0
        -5   -1.03535         -5   -1.03535          0
        -5  -0.984848         -5  -0.984848          0
        -5  -0.934343         -5  -0.934343          0
        -5  -0.883838         -5  -0.883838          0
        -5  -0.833333         -5  -0.833333          0
        -5  -0.782828         -5  -0.782828          0
        -5  -0.732323         -5  -0.732323          0
        -5  -0.681818         -5  -0.681818          0
        -5  -0.631313         -5  -0.631313          0
        -5  -0.580808         -5  -0.580808          0
        -5  -0.530303         -5  -0.530303          0
        -5  -0.479798         -5  -0.479798          0
        -5  -0.429293         -5  -0.429293          0
        -5  -0.378788         -5  -0.378788          0
        -5  -0.328283         -5  -0.328283          0
        -5  -0.277778         -5  -0.277778          0
        -5  -0.227273         -5  -0.227273          0
        -5  -0.176768         -5  -0.176768          0
        -5  -0.126263         -5  -0.126263          0
        -5 -0.0757576         -5 -0.0757576          0
