plane

        -4   0.232233   -4.76777
        -4   0.267946   -4.73205
        -4   0.303658   -4.69634
        -4    0.33937   -4.66063
        -4   0.375083   -4.62492
        -4   0.410795    -4.5892
        -4   0.446508   -4.55349
        -4    0.48222   -4.51778
        -4   0.517933   -4.48207
        -4   0.553645   -4.44635
        -4   0.589358   -4.41064
        -4    0.62507   -4.37493
        -4   0.660783   -4.33922
        -4   0.696495    -4.3035
        -4   0.732208   -4.26779
        -4    0.76792   -4.23208
        -4   0.803632   -4.19637
        -4   0.839345   -4.16066
        -4   0.875057   -4.12494
        -4    0.91077   -4.08923
        -4   0.946482   -4.05352
        -4   0.982195   -4.01781
        -4    1.01791   -3.98209
        -4    1.05362   -3.94638
        -4    1.08933   -3.91067
        -4    1.12504   -3.87496
        -4    1.16076   -3.83924
        -4    1.19647   -3.80353
        -4    1.23218   -3.76782
        -4    1.26789   -3.73211
        -4    1.30361   -3.69639
        -4    1.33932   -3.66068
        -4    1.37503   -3.62497
        -4    1.41074   -3.58926
        -4    1.44646   -3.55354
        -4    1.48217   -3.51783
        -4    1.51788   -3.48212
        -4    1.55359   -3.44641
        -4    1.58931   -3.41069
        -4    1.62502   -3.37498
        -4    1.66073   -3.33927
        -4    1.69644   -3.30356
        -4    1.73216   -3.26784
        -4    1.76787   -3.23213
        -4    1.80358   -3.19642
        -4    1.83929   -3.16071
        -4    1.87501   -3.12499
        -4    1.91072   -3.08928
        -4    1.94643   -3.05357
        -4    1.98214   -3.01786
        -4    2.01786   -2.98214
        -4    2.05357   -2.94643
        -4    2.08928   -2.91072
        -4    2.12499   -2.87501
        -4    2.16071   -2.83929
        -4    2.19642   -2.80358
        -4    2.23213   -2.76787
        -4    2.26784   -2.73216
        -4    2.30356   -2.69644
        -4    2.33927   -2.66073
        -4    2.37498   -2.62502
        -4    2.41069   -2.58931
        -4    2.44641   -2.55359
        -4    2.48212   -2.51788
        -4    2.51783   -2.48217
        -4    2.55354   -2.44646
        -4    2.58926   -2.41074
        -4    2.62497   -2.37503
        -4    2.66068   -2.33932
        -4    2.69639   -2.30361
        -4    2.73211   -2.26789
        -4    2.76782   -2.23218
        -4    2.80353   -2.19647
        -4    2.83924   -2.16076
        -4    2.87496   -2.12504
        -4    2.91067   -2.08933
        -4    2.94638   -2.05362
        -4    2.98209   -2.01791
        -4    3.01781   -1.98219
        -4    3.05352   -1.94648
        -4    3.08923   -1.91077
        -4    3.12494   -1.87506
        -4    3.16066   -1.83934
        -4    3.19637   -1.80363
        -4    3.23208   -1.76792
        -4    3.26779   -1.73221
        -4     3.3035    -1.6965
        -4    3.33922   -1.66078
        -4    3.37493   -1.62507
        -4    3.41064   -1.58936
        -4    3.44635   -1.55365
        -4    3.48207   -1.51793
        -4    3.51778   -1.48222
        -4    3.55349   -1.44651
        -4     3.5892    -1.4108
        -4    3.62492   -1.37508
        -4    3.66063   -1.33937
        -4    3.69634   -1.30366
        -4    3.73205   -1.26795
        -4    3.76777   -1.23223
  -3.89899   0.232233   -4.76777
  -3.89899   0.267946   -4.73205
  -3.89899   0.303658   -4.69634
  -3.89899    0.33937   -4.66063
  -3.89899   0.375083   -4.62492
  -3.89899   0.410795    -4.5892
  -3.89899   0.446508   -4.55349
  -3.89899    0.48222   -4.51778
  -3.89899   0.517933   -4.48207
  -3.89899   0.553645   -4.44635
  -3.89899   0.589358   -4.41064
  -3.89899    0.62507   -4.37493
  -3.89899   0.660783   -4.33922
  -3.89899   0.696495    -4.3035
  -3.89899   0.732208   -4.26779
  -3.89899    0.76792   -4.23208
  -3.89899   0.803632   -4.19637
  -3.89899   0.839345   -4.16066
  -3.89899   0.875057   -4.12494
  -3.89899    0.91077   -4.08923
  -3.89899   0.946482   -4.05352
  -3.89899   0.982195   -4.01781
  -3.89899    1.01791   -3.98209
